GameID,Season,Team1ID,Team2ID,Team1Seed,Team2Seed,Team1Win
90,2011,3345,3243,9,8,1
91,2011,3353,3256,7,10,1
92,2011,3270,3401,15,2,0
93,2011,3222,3452,8,9,0
94,2011,3114,3453,12,5,0
95,2011,3355,3462,15,2,0
96,2011,3177,3336,3,6,1
97,2011,3265,3181,10,2,0
98,2011,3211,3417,11,3,1
99,2011,3314,3246,5,4,1
100,2011,3323,3396,2,10,1
101,2011,3326,3210,4,5,1
102,2011,3385,3390,9,1,0
103,2011,3397,3266,1,8,1
104,2011,3452,3124,9,1,0
105,2011,3345,3163,9,1,0
106,2011,3207,3268,5,4,1
107,2011,3208,3199,6,3,1
108,2011,3462,3257,2,7,0
109,2011,3328,3274,6,3,1
110,2011,3401,3353,2,7,1
111,2011,3453,3277,5,4,1
112,2011,3211,3257,11,7,1
113,2011,3328,3323,6,2,0
114,2011,3314,3390,5,1,0
115,2011,3326,3397,4,1,0
116,2011,3453,3124,5,1,0
117,2011,3207,3163,5,1,0
118,2011,3181,3177,2,3,1
119,2011,3208,3401,6,2,0
120,2011,3397,3323,1,2,0
121,2011,3211,3390,11,1,0
122,2011,3181,3163,2,1,0
123,2011,3401,3124,2,1,1
124,2011,3323,3163,2,1,1
125,2011,3401,3390,2,1,1
126,2011,3401,3323,2,2,1
127,2012,3173,3116,11,6,0
128,2012,3341,3163,16,1,0
129,2012,3177,3140,7,10,1
130,2012,3353,3211,6,11,0
131,2012,3243,3343,8,9,1
132,2012,3246,3270,2,15,1
133,2012,3257,3277,7,10,1
134,2012,3268,3298,2,15,1
135,2012,3226,3274,14,3,0
136,2012,3345,3355,4,13,1
137,2012,3185,3376,12,5,0
138,2012,3214,3390,16,1,0
139,2012,3397,3404,2,15,1
140,2012,3107,3401,14,3,0
141,2012,3400,3452,9,8,0
142,2012,3453,3235,7,10,1
143,2012,3124,3364,1,16,1
144,2012,3143,3234,8,9,1
145,2012,3174,3114,3,14,1
146,2012,3181,3359,2,15,1
147,2012,3326,3196,8,9,0
148,2012,3201,3207,12,5,0
149,2012,3210,3357,4,13,1
150,2012,3242,3304,11,6,1
151,2012,3361,3261,12,5,0
152,2012,3265,3208,13,4,1
153,2012,3323,3251,1,16,1
154,2012,3328,3276,6,11,1
155,2012,3431,3336,13,4,0
156,2012,3382,3195,5,12,1
157,2012,3166,3385,14,3,0
158,2012,3292,3435,10,7,0
159,2012,3163,3243,1,8,1
160,2012,3274,3211,3,11,0
161,2012,3246,3453,2,7,1
162,2012,3257,3268,7,2,0
163,2012,3345,3376,4,5,0
164,2012,3452,3390,8,1,0
165,2012,3397,3177,2,7,1
166,2012,3116,3401,6,3,0
167,2012,3124,3196,1,9,1
168,2012,3181,3435,2,7,1
169,2012,3210,3207,4,5,1
170,2012,3174,3242,3,11,0
171,2012,3143,3323,8,1,0
172,2012,3336,3261,4,5,1
173,2012,3265,3382,13,5,0
174,2012,3385,3328,3,6,1
175,2012,3210,3124,4,1,0
176,2012,3181,3385,2,3,1
177,2012,3376,3390,5,1,0
178,2012,3397,3242,2,11,1
179,2012,3336,3163,4,1,0
180,2012,3246,3211,2,11,1
181,2012,3268,3401,2,3,1
182,2012,3323,3382,1,5,1
183,2012,3397,3124,2,1,0
184,2012,3181,3390,2,1,0
185,2012,3163,3246,1,2,1
186,2012,3268,3323,2,1,0
187,2012,3390,3124,1,1,0
188,2012,3163,3323,1,1,0
189,2012,3323,3124,1,1,0
190,2013,3143,3201,2,15,1
191,2013,3163,3225,1,16,1
192,2013,3393,3166,7,10,0
193,2013,3285,3208,13,4,0
194,2013,3211,3235,12,5,0
195,2013,3242,3160,12,5,1
196,2013,3268,3346,4,13,1
197,2013,3265,3277,12,5,0
198,2013,3151,3304,11,6,0
199,2013,3141,3328,11,6,0
200,2013,3355,3376,13,4,0
201,2013,3403,3378,7,10,0
202,2013,3397,3331,2,15,1
203,2013,3401,3455,3,14,1
204,2013,3391,3417,14,3,0
205,2013,3386,3435,9,8,0
206,2013,3124,3341,1,16,1
207,2013,3173,3385,7,10,1
208,2013,3452,3174,11,6,0
209,2013,3181,3214,2,15,1
210,2013,3199,3343,8,9,1
211,2013,3274,3234,8,9,0
212,2013,3298,3246,15,2,0
213,2013,3292,3257,12,5,0
214,2013,3261,3453,6,11,1
215,2013,3437,3276,9,8,0
216,2013,3314,3107,3,14,1
217,2013,3323,3404,1,16,1
218,2013,3177,3329,10,7,0
219,2013,3142,3336,14,3,0
220,2013,3251,3345,13,4,0
221,2013,3409,3390,16,1,0
222,2013,3378,3143,10,2,0
223,2013,3163,3435,1,8,1
224,2013,3208,3235,4,5,1
225,2013,3242,3376,12,4,1
226,2013,3268,3277,4,5,1
227,2013,3401,3304,3,6,0
228,2013,3328,3417,6,3,1
229,2013,3166,3397,10,2,0
230,2013,3199,3124,8,1,0
231,2013,3314,3174,3,6,0
232,2013,3329,3181,7,2,0
233,2013,3173,3246,7,2,0
234,2013,3257,3345,5,4,1
235,2013,3261,3336,6,3,1
236,2013,3234,3323,9,1,0
237,2013,3390,3276,1,8,1
238,2013,3143,3261,2,6,1
239,2013,3268,3163,4,1,0
240,2013,3208,3390,4,1,1
241,2013,3174,3246,6,2,0
242,2013,3304,3181,6,2,0
243,2013,3124,3257,1,5,0
244,2013,3323,3242,1,12,1
245,2013,3397,3328,2,6,1
246,2013,3208,3143,4,2,0
247,2013,3163,3246,1,2,1
248,2013,3397,3257,2,5,0
249,2013,3181,3323,2,1,0
250,2013,3323,3163,1,1,0
251,2013,3257,3143,5,2,1
252,2013,3163,3257,1,5,1
253,2014,3435,3113,8,9,0
254,2014,3124,3443,2,15,1
255,2014,3140,3301,12,5,1
256,2014,3200,3143,10,7,0
257,2014,3328,3177,10,7,0
258,2014,3457,3181,15,2,0
259,2014,3235,3199,7,10,0
260,2014,3246,3460,3,14,1
261,2014,3201,3304,13,4,0
262,2014,3352,3323,16,1,0
263,2014,3329,3195,5,12,1
264,2014,3103,3345,13,4,0
265,2014,3425,3385,9,8,0
266,2014,3377,3390,15,2,0
267,2014,3151,3393,11,6,0
268,2014,3322,3397,16,1,0
269,2014,3163,3341,1,16,1
270,2014,3196,3173,11,6,1
271,2014,3265,3234,11,6,0
272,2014,3211,3241,6,11,0
273,2014,3225,3257,14,3,0
274,2014,3210,3261,10,7,0
275,2014,3119,3268,13,4,0
276,2014,3214,3277,12,5,0
277,2014,3404,3314,13,4,0
278,2014,3292,3333,8,9,0
279,2014,3455,3336,14,3,0
280,2014,3169,3376,16,1,0
281,2014,3208,3386,8,9,0
282,2014,3400,3335,5,12,1
283,2014,3401,3315,3,14,1
284,2014,3452,3107,2,15,1
285,2014,3143,3124,7,2,0
286,2014,3140,3304,12,4,1
287,2014,3177,3181,7,2,1
288,2014,3393,3246,6,3,0
289,2014,3323,3113,1,9,1
290,2014,3345,3329,4,5,0
291,2014,3390,3199,2,10,1
292,2014,3397,3385,1,8,1
293,2014,3386,3163,9,1,0
294,2014,3257,3234,3,6,1
295,2014,3261,3452,7,2,1
296,2014,3400,3268,5,4,0
297,2014,3277,3314,5,4,0
298,2014,3336,3196,3,11,1
299,2014,3333,3376,9,1,0
300,2014,3401,3241,3,11,1
301,2014,3124,3246,2,3,1
302,2014,3140,3163,12,1,0
303,2014,3329,3323,5,1,0
304,2014,3177,3401,7,3,0
305,2014,3261,3257,7,3,0
306,2014,3397,3268,1,4,0
307,2014,3376,3314,1,4,0
308,2014,3390,3336,2,3,1
309,2014,3401,3163,3,1,0
310,2014,3323,3124,1,2,1
311,2014,3268,3257,4,3,1
312,2014,3390,3314,2,4,1
313,2014,3163,3390,1,2,1
314,2014,3268,3323,4,1,0
315,2014,3323,3163,1,1,0
316,2015,3321,3116,7,10,0
317,2015,3124,3322,2,15,1
318,2015,3143,3455,4,13,1
319,2015,3173,3235,7,10,1
320,2015,3177,3278,9,8,1
321,2015,3107,3181,13,4,0
322,2015,3203,3211,6,11,0
323,2015,3110,3234,14,3,0
324,2015,3246,3398,2,15,1
325,2015,3449,3274,6,11,0
326,2015,3408,3280,12,5,0
327,2015,3285,3323,16,1,0
328,2015,3355,3333,14,3,0
329,2015,3376,3366,1,16,1
330,2015,3393,3304,8,9,1
331,2015,3400,3443,5,12,1
332,2015,3325,3113,14,3,0
333,2015,3114,3401,11,6,1
334,2015,3163,3383,1,16,1
335,2015,3195,3329,7,10,1
336,2015,3199,3106,2,15,1
337,2015,3140,3257,14,3,0
338,2015,3308,3268,16,1,0
339,2015,3314,3251,4,13,1
340,2015,3326,3241,5,12,1
341,2015,3328,3346,5,12,1
342,2015,3338,3151,10,7,1
343,2015,3343,3453,8,9,1
344,2015,3353,3371,8,9,1
345,2015,3378,3261,6,11,1
346,2015,3169,3390,13,4,0
347,2015,3129,3397,15,2,0
348,2015,3124,3116,2,10,1
349,2015,3173,3246,7,2,1
350,2015,3280,3181,5,4,0
351,2015,3333,3211,3,11,0
352,2015,3274,3234,11,3,0
353,2015,3177,3323,9,1,0
354,2015,3376,3393,1,8,1
355,2015,3400,3143,5,4,1
356,2015,3114,3113,11,3,0
357,2015,3163,3353,1,8,1
358,2015,3195,3199,7,2,0
359,2015,3378,3257,6,3,0
360,2015,3343,3268,8,1,0
361,2015,3314,3326,4,5,1
362,2015,3328,3390,5,4,0
363,2015,3397,3338,2,10,1
364,2015,3234,3124,3,2,0
365,2015,3113,3199,3,2,0
366,2015,3323,3390,1,4,1
367,2015,3314,3376,4,1,0
368,2015,3400,3163,5,1,0
369,2015,3173,3257,7,3,1
370,2015,3268,3181,1,4,1
371,2015,3397,3211,2,11,1
372,2015,3323,3124,1,2,1
373,2015,3376,3199,1,2,1
374,2015,3173,3163,7,1,0
375,2015,3268,3397,1,2,1
376,2015,3163,3268,1,1,1
377,2015,3376,3323,1,1,0
378,2015,3163,3323,1,1,1
379,2016,3196,3107,5,12,0
380,2016,3113,3308,2,15,1
381,2016,3120,3385,9,8,1
382,2016,3225,3124,16,1,0
383,2016,3241,3177,11,6,0
384,2016,3203,3243,8,9,0
385,2016,3146,3257,14,3,0
386,2016,3125,3277,13,4,0
387,2016,3280,3151,5,12,1
388,2016,3326,3138,3,14,1
389,2016,3407,3333,15,2,0
390,2016,3239,3376,16,1,0
391,2016,3329,3382,7,10,0
392,2016,3393,3119,4,13,1
393,2016,3397,3453,7,10,1
394,2016,3343,3452,11,6,0
395,2016,3163,3352,1,16,1
396,2016,3371,3182,8,9,0
397,2016,3292,3199,12,5,0
398,2016,3231,3208,9,8,1
399,2016,3421,3246,14,3,0
400,2016,3233,3268,15,2,0
401,2016,3281,3140,10,7,1
402,2016,3299,3323,16,1,0
403,2016,3345,3328,11,6,0
404,2016,3274,3355,5,12,0
405,2016,3378,3161,6,11,1
406,2016,3362,3390,13,4,0
407,2016,3400,3106,2,15,1
408,2016,3401,3283,4,13,1
409,2016,3218,3417,14,3,0
410,2016,3449,3335,7,10,1
411,2016,3124,3120,1,9,1
412,2016,3257,3177,3,6,0
413,2016,3277,3280,4,5,0
414,2016,3452,3326,6,3,0
415,2016,3382,3333,10,2,0
416,2016,3376,3243,1,9,1
417,2016,3393,3107,4,12,1
418,2016,3397,3113,7,2,1
419,2016,3182,3163,9,1,0
420,2016,3401,3199,4,5,0
421,2016,3328,3246,6,3,0
422,2016,3231,3323,9,1,0
423,2016,3390,3355,4,12,1
424,2016,3400,3281,2,10,1
425,2016,3417,3378,3,6,1
426,2016,3268,3449,2,7,0
427,2016,3390,3323,4,1,1
428,2016,3376,3393,1,4,0
429,2016,3397,3326,7,3,1
430,2016,3449,3246,7,3,1
431,2016,3124,3199,1,5,1
432,2016,3280,3163,5,1,0
433,2016,3177,3333,6,2,0
434,2016,3400,3417,2,3,1
435,2016,3393,3397,4,7,1
436,2016,3390,3449,4,7,0
437,2016,3163,3400,1,2,1
438,2016,3124,3333,1,2,0
439,2016,3333,3163,2,1,0
440,2016,3393,3449,4,7,1
441,2016,3163,3393,1,4,1
442,2017,3277,3113,9,8,0
443,2017,3166,3405,7,10,1
444,2017,3177,3320,7,10,1
445,2017,3442,3199,14,3,0
446,2017,3125,3246,13,4,0
447,2017,3137,3268,14,3,0
448,2017,3407,3280,15,2,0
449,2017,3281,3378,6,11,1
450,2017,3301,3120,6,11,1
451,2017,3352,3323,16,1,0
452,2017,3443,3326,12,5,0
453,2017,3333,3253,2,15,1
454,2017,3453,3345,8,9,0
455,2017,3376,3421,1,16,1
456,2017,3400,3146,3,14,1
457,2017,3452,3189,6,11,1
458,2017,3124,3411,1,16,1
459,2017,3143,3261,9,8,1
460,2017,3163,3107,1,16,1
461,2017,3181,3214,2,15,1
462,2017,3179,3243,10,7,0
463,2017,3151,3257,13,4,0
464,2017,3195,3274,13,4,0
465,2017,3211,3328,11,6,0
466,2017,3332,3396,10,7,1
467,2017,3346,3266,12,5,1
468,2017,3308,3390,15,2,0
469,2017,3393,3235,8,9,1
470,2017,3173,3397,12,5,0
471,2017,3401,3335,5,12,1
472,2017,3129,3417,13,4,0
473,2017,3449,3286,3,14,1
474,2017,3281,3199,6,3,0
475,2017,3452,3268,6,3,0
476,2017,3177,3280,7,2,0
477,2017,3323,3345,1,9,1
478,2017,3246,3326,4,5,0
479,2017,3166,3333,7,2,0
480,2017,3113,3376,8,1,0
481,2017,3301,3400,6,3,0
482,2017,3143,3124,9,1,0
483,2017,3163,3393,1,8,1
484,2017,3397,3257,5,4,0
485,2017,3181,3332,2,10,0
486,2017,3274,3346,4,12,0
487,2017,3390,3243,2,7,1
488,2017,3417,3401,4,5,1
489,2017,3328,3449,6,3,0
490,2017,3257,3124,4,1,0
491,2017,3280,3449,2,3,1
492,2017,3326,3323,5,1,0
493,2017,3390,3400,2,3,1
494,2017,3163,3417,1,4,1
495,2017,3199,3333,3,2,1
496,2017,3332,3268,10,3,1
497,2017,3346,3376,12,1,0
498,2017,3280,3124,2,1,1
499,2017,3323,3390,1,2,0
500,2017,3332,3163,10,1,0
501,2017,3199,3376,3,1,0
502,2017,3163,3280,1,2,0
503,2017,3376,3390,1,2,1
504,2017,3280,3376,2,1,0
505,2018,3212,3124,15,2,0
506,2018,3177,3328,5,12,1
507,2018,3129,3257,16,1,0
508,2018,3173,3266,9,8,0
509,2018,3343,3268,12,5,0
510,2018,3294,3276,10,7,0
511,2018,3453,3278,7,10,0
512,2018,3301,3189,4,13,1
513,2018,3169,3323,16,1,0
514,2018,3370,3332,15,2,0
515,2018,3333,3443,6,11,1
516,2018,3376,3299,2,15,1
517,2018,3397,3251,3,14,1
518,2018,3179,3401,13,4,0
519,2018,3355,3437,8,9,0
520,2018,3438,3143,10,7,1
521,2018,3304,3113,10,7,0
522,2018,3138,3378,11,6,1
523,2018,3261,3141,6,11,0
524,2018,3384,3163,16,1,0
525,2018,3234,3166,6,11,0
526,2018,3181,3125,5,12,1
527,2018,3195,3281,12,5,1
528,2018,3199,3114,3,14,1
529,2018,3208,3273,4,13,1
530,2018,3311,3280,16,1,0
531,2018,3203,3326,14,3,0
532,2018,3393,3329,8,9,0
533,2018,3274,3346,8,9,0
534,2018,3211,3390,13,4,0
535,2018,3263,3400,15,2,0
536,2018,3110,3417,14,3,0
537,2018,3276,3124,7,2,0
538,2018,3257,3266,1,8,1
539,2018,3301,3268,4,5,1
540,2018,3323,3437,1,9,1
541,2018,3278,3332,10,2,0
542,2018,3397,3333,3,6,0
543,2018,3376,3438,2,10,1
544,2018,3177,3401,5,4,0
545,2018,3199,3138,3,11,0
546,2018,3141,3326,11,3,1
547,2018,3163,3346,1,9,1
548,2018,3208,3181,4,5,0
549,2018,3329,3280,9,1,0
550,2018,3195,3390,12,4,0
551,2018,3113,3400,7,2,0
552,2018,3166,3417,11,3,0
553,2018,3390,3257,4,1,0
554,2018,3301,3280,4,1,0
555,2018,3124,3333,2,6,0
556,2018,3417,3400,3,2,1
557,2018,3163,3181,1,5,1
558,2018,3323,3401,1,4,1
559,2018,3141,3332,11,2,0
560,2018,3138,3376,11,2,0
561,2018,3333,3257,6,1,0
562,2018,3280,3417,1,3,1
563,2018,3163,3376,1,2,1
564,2018,3323,3332,1,2,1
565,2018,3280,3257,1,1,1
566,2018,3163,3323,1,1,0
567,2018,3323,3280,1,1,1
568,2019,3113,3416,5,12,1
569,2019,3353,3138,7,10,0
570,2019,3155,3377,9,8,1
571,2019,3406,3163,15,2,0
572,2019,3137,3199,12,5,0
573,2019,3231,3400,10,7,1
574,2019,3273,3234,15,2,0
575,2019,3352,3257,16,1,0
576,2019,3349,3266,12,5,0
577,2019,3274,3195,4,13,1
578,2019,3243,3276,9,8,0
579,2019,3280,3380,1,16,1
580,2019,3281,3179,7,10,1
581,2019,3332,3340,2,15,1
582,2019,3125,3376,13,4,0
583,2019,3401,3460,4,13,1
584,2019,3124,3101,1,16,1
585,2019,3120,3140,10,7,0
586,2019,3143,3314,8,9,1
587,2019,3211,3114,5,12,1
588,2019,3235,3308,3,14,1
589,2019,3246,3343,6,11,1
590,2019,3268,3347,3,14,1
591,2019,3277,3141,9,8,1
592,2019,3177,3283,6,11,0
593,2019,3301,3263,3,14,1
594,2019,3323,3126,1,16,1
595,2019,3129,3333,13,4,0
596,2019,3355,3346,6,11,1
597,2019,3413,3390,15,2,0
598,2019,3393,3200,3,14,1
599,2019,3417,3397,6,11,1
600,2019,3113,3274,5,4,1
601,2019,3163,3138,2,10,1
602,2019,3234,3281,2,7,1
603,2019,3257,3276,1,8,1
604,2019,3280,3155,1,9,1
605,2019,3332,3231,2,10,1
606,2019,3376,3199,4,5,1
607,2019,3401,3266,4,5,1
608,2019,3124,3143,1,8,1
609,2019,3235,3283,3,11,0
610,2019,3246,3301,6,3,0
611,2019,3323,3277,1,9,1
612,2019,3211,3333,5,4,0
613,2019,3393,3355,3,6,0
614,2019,3390,3140,2,7,1
615,2019,3268,3417,3,6,0
616,2019,3417,3163,6,2,0
617,2019,3257,3333,1,4,1
618,2019,3280,3113,1,5,1
619,2019,3355,3332,6,2,0
620,2019,3376,3124,4,1,0
621,2019,3234,3301,2,3,1
622,2019,3323,3401,1,4,1
623,2019,3390,3283,2,11,1
624,2019,3163,3257,2,1,1
625,2019,3280,3332,1,2,0
626,2019,3124,3234,1,2,1
627,2019,3323,3390,1,2,1
628,2019,3332,3124,2,1,0
629,2019,3323,3163,1,2,1
630,2019,3124,3323,1,1,1
631,2021,3238,3124,15,2,0
632,2021,3219,3163,16,1,0
633,2021,3372,3210,12,5,0
634,2021,3141,3234,12,5,0
635,2021,3246,3226,4,13,1
636,2021,3276,3195,6,11,1
637,2021,3299,3301,16,1,0
638,2021,3329,3448,8,9,1
639,2021,3333,3199,8,9,1
640,2021,3376,3273,1,16,1
641,2021,3378,3450,8,9,1
642,2021,3390,3430,1,16,1
643,2021,3393,3355,8,9,1
644,2021,3397,3292,3,14,1
645,2021,3439,3266,7,10,1
646,2021,3250,3452,13,4,0
647,2021,3314,3104,10,7,0
648,2021,3392,3112,14,3,0
649,2021,3211,3125,5,12,0
650,2021,3140,3353,11,6,1
651,2021,3208,3180,3,14,1
652,2021,3433,3231,13,4,0
653,2021,3277,3235,10,7,0
654,2021,3265,3257,15,2,0
655,2021,3268,3291,2,15,1
656,2021,3283,3413,5,12,1
657,2021,3321,3416,7,10,1
658,2021,3332,3377,6,11,1
659,2021,3133,3400,11,6,0
660,2021,3407,3401,15,2,0
661,2021,3417,3461,3,14,1
662,2021,3116,3460,4,13,0
663,2021,3439,3124,7,2,0
664,2021,3163,3393,1,8,1
665,2021,3210,3452,5,4,1
666,2021,3234,3246,5,4,1
667,2021,3276,3397,6,3,1
668,2021,3301,3378,1,8,1
669,2021,3376,3333,1,8,1
670,2021,3390,3329,1,8,1
671,2021,3112,3140,3,11,1
672,2021,3125,3231,12,4,0
673,2021,3257,3321,2,7,1
674,2021,3104,3268,7,2,0
675,2021,3283,3460,5,13,1
676,2021,3208,3332,3,6,0
677,2021,3400,3417,6,3,1
678,2021,3401,3235,2,7,1
679,2021,3401,3112,2,3,0
680,2021,3276,3124,6,2,0
681,2021,3234,3163,5,1,0
682,2021,3231,3301,4,1,1
683,2021,3257,3332,2,6,1
684,2021,3210,3376,5,1,0
685,2021,3283,3390,5,1,0
686,2021,3268,3400,2,6,0
687,2021,3231,3112,4,3,0
688,2021,3163,3124,1,2,1
689,2021,3400,3376,6,1,0
690,2021,3390,3257,1,2,1
691,2021,3112,3163,3,1,1
692,2021,3390,3376,1,1,1
693,2021,3112,3390,3,1,0
694,2022,3173,3177,11,11,1
695,2022,3224,3230,16,16,1
696,2022,3291,3255,16,16,0
697,2022,3283,3199,11,11,1
698,2022,3218,3124,15,2,0
699,2022,3166,3160,10,7,1
700,2022,3195,3439,12,5,1
701,2022,3173,3208,11,6,0
702,2022,3211,3304,9,8,1
703,2022,3234,3229,2,15,1
704,2022,3235,3426,3,14,1
705,2022,3242,3210,8,9,1
706,2022,3107,3257,16,1,0
707,2022,3268,3174,4,13,1
708,2022,3378,3274,9,8,0
709,2022,3376,3224,1,16,1
710,2022,3279,3377,7,10,0
711,2022,3286,3390,16,1,0
712,2022,3193,3400,15,2,0
713,2022,3428,3116,7,10,1
714,2022,3112,3424,4,13,1
715,2022,3125,3332,12,5,1
716,2022,3273,3163,15,2,0
717,2022,3150,3231,14,3,0
718,2022,3450,3243,8,9,0
719,2022,3261,3238,3,14,1
720,2022,3110,3276,14,3,0
721,2022,3255,3301,16,1,0
722,2022,3314,3372,5,12,1
723,2022,3323,3269,5,12,1
724,2022,3283,3326,11,6,0
725,2022,3237,3328,13,4,0
726,2022,3246,3343,6,11,0
727,2022,3397,3138,4,13,1
728,2022,3196,3416,10,7,0
729,2022,3437,3140,11,6,1
730,2022,3166,3234,10,2,1
731,2022,3235,3208,3,6,1
732,2022,3211,3257,9,1,0
733,2022,3195,3268,12,4,0
734,2022,3274,3376,8,1,0
735,2022,3377,3124,10,2,1
736,2022,3242,3390,8,1,0
737,2022,3400,3428,2,7,1
738,2022,3416,3163,7,2,0
739,2022,3231,3343,3,11,1
740,2022,3276,3437,3,11,1
741,2022,3301,3243,1,9,1
742,2022,3314,3112,5,4,1
743,2022,3328,3323,4,5,0
744,2022,3261,3326,3,6,0
745,2022,3397,3125,4,12,1
746,2022,3235,3166,3,10,0
747,2022,3376,3314,1,5,1
748,2022,3268,3390,4,1,0
749,2022,3326,3400,6,2,0
750,2022,3231,3163,3,2,0
751,2022,3257,3397,1,4,1
752,2022,3377,3276,10,3,0
753,2022,3323,3301,5,1,0
754,2022,3376,3166,1,10,1
755,2022,3390,3400,1,2,1
756,2022,3301,3163,1,2,0
757,2022,3276,3257,3,1,0
758,2022,3390,3163,1,2,0
759,2022,3257,3376,1,1,0
760,2022,3163,3376,2,1,0
761,2023,3280,3228,11,11,1
762,2023,3357,3380,16,16,1
763,2023,3385,3345,11,11,1
764,2023,3284,3399,16,16,0
765,2023,3112,3452,7,10,1
766,2023,3199,3208,7,10,0
767,2023,3368,3234,15,2,0
768,2023,3218,3261,14,3,0
769,2023,3268,3221,2,15,1
770,2023,3424,3276,11,6,0
771,2023,3279,3211,8,9,1
772,2023,3166,3280,6,11,0
773,2023,3323,3381,3,14,1
774,2023,3343,3301,10,7,1
775,2023,3425,3355,8,9,0
776,2023,3376,3313,1,16,1
777,2023,3378,3266,8,9,1
778,2023,3357,3390,16,1,0
779,2023,3205,3428,15,2,0
780,2023,3151,3439,16,1,0
781,2023,3104,3124,10,7,0
782,2023,3292,3160,11,6,0
783,2023,3163,3436,2,15,1
784,2023,3181,3233,3,14,1
785,2023,3195,3450,12,5,1
786,2023,3399,3231,16,1,0
787,2023,3179,3257,12,5,0
788,2023,3274,3329,9,8,1
789,2023,3314,3385,6,11,1
790,2023,3241,3326,14,3,0
791,2023,3328,3339,5,12,1
792,2023,3387,3397,13,4,0
793,2023,3187,3400,13,4,0
794,2023,3235,3405,5,12,0
795,2023,3417,3170,4,13,1
796,2023,3156,3437,13,4,0
797,2023,3208,3234,10,2,0
798,2023,3276,3261,6,3,0
799,2023,3112,3268,7,2,0
800,2023,3390,3279,1,8,0
801,2023,3280,3323,11,3,0
802,2023,3376,3378,1,8,1
803,2023,3343,3428,10,2,0
804,2023,3355,3439,9,1,0
805,2023,3160,3181,6,3,1
806,2023,3124,3163,7,2,0
807,2023,3400,3257,4,5,0
808,2023,3231,3274,1,9,0
809,2023,3326,3314,3,6,1
810,2023,3397,3405,4,12,1
811,2023,3328,3417,5,4,0
812,2023,3195,3437,12,4,0
813,2023,3234,3160,2,6,1
814,2023,3279,3257,8,5,0
815,2023,3428,3261,2,3,0
816,2023,3437,3274,4,9,0
817,2023,3323,3268,3,2,0
818,2023,3326,3163,3,2,1
