Season,TeamID,AvgScore,GamesPlayed,Wins,Losses,WinPct
2010,3192,57.44827586206897,29.0,9.0,20.0,0.3103448275862069
2010,3193,58.375,32.0,19.0,13.0,0.59375
2010,3194,66.21428571428571,28.0,13.0,15.0,0.4642857142857143
2010,3195,70.33333333333333,30.0,24.0,6.0,0.8
2010,3196,62.333333333333336,30.0,14.0,16.0,0.4666666666666667
2010,3197,60.03846153846154,26.0,15.0,11.0,0.5769230769230769
2010,3198,60.6551724137931,29.0,13.0,16.0,0.4482758620689655
2010,3199,74.46666666666667,30.0,25.0,5.0,0.8333333333333334
2010,3200,55.93333333333333,30.0,8.0,22.0,0.26666666666666666
2010,3201,73.45454545454545,33.0,27.0,6.0,0.8181818181818182
2010,3202,55.733333333333334,30.0,6.0,24.0,0.2
2010,3203,54.82142857142857,28.0,6.0,22.0,0.21428571428571427
2010,3204,58.37931034482759,29.0,17.0,12.0,0.5862068965517241
2010,3205,68.78571428571429,28.0,24.0,4.0,0.8571428571428571
2010,3206,53.766666666666666,30.0,10.0,20.0,0.3333333333333333
2010,3207,68.03333333333333,30.0,24.0,6.0,0.8
2010,3208,62.96774193548387,31.0,23.0,8.0,0.7419354838709677
2010,3209,58.86666666666667,30.0,15.0,15.0,0.5
2010,3210,66.21875,32.0,23.0,9.0,0.71875
2010,3211,80.93548387096774,31.0,27.0,4.0,0.8709677419354839
2010,3212,57.77777777777778,27.0,12.0,15.0,0.4444444444444444
2010,3214,62.833333333333336,30.0,19.0,11.0,0.6333333333333333
2010,3216,63.0,31.0,27.0,4.0,0.8709677419354839
2010,3217,68.75,28.0,20.0,8.0,0.7142857142857143
2010,3218,60.92,25.0,8.0,17.0,0.32
2010,3219,66.45161290322581,31.0,17.0,14.0,0.5483870967741935
2010,3220,61.6875,32.0,19.0,13.0,0.59375
2010,3221,60.05,20.0,6.0,14.0,0.3
2010,3222,69.90322580645162,31.0,17.0,14.0,0.5483870967741935
2010,3223,56.26086956521739,23.0,0.0,23.0,0.0
2010,3224,56.86206896551724,29.0,15.0,14.0,0.5172413793103449
2010,3225,60.25806451612903,31.0,11.0,20.0,0.3548387096774194
2010,3226,60.357142857142854,28.0,13.0,15.0,0.4642857142857143
2010,3227,62.8,30.0,12.0,18.0,0.4
2010,3228,61.06666666666667,30.0,16.0,14.0,0.5333333333333333
2010,3229,70.96774193548387,31.0,24.0,7.0,0.7741935483870968
2010,3231,66.0,30.0,14.0,16.0,0.4666666666666667
2010,3232,64.37931034482759,29.0,16.0,13.0,0.5517241379310345
2010,3233,64.41935483870968,31.0,18.0,13.0,0.5806451612903226
2010,3234,69.4375,32.0,19.0,13.0,0.59375
2010,3235,65.92857142857143,28.0,21.0,7.0,0.75
2010,3236,64.5,28.0,12.0,16.0,0.42857142857142855
2010,3237,51.32142857142857,28.0,2.0,26.0,0.07142857142857142
2010,3238,50.535714285714285,28.0,6.0,22.0,0.21428571428571427
2010,3239,58.3448275862069,29.0,9.0,20.0,0.3103448275862069
2010,3240,56.535714285714285,28.0,8.0,20.0,0.2857142857142857
2010,3241,71.375,32.0,26.0,6.0,0.8125
2010,3242,67.6,30.0,15.0,15.0,0.5
2010,3243,61.61290322580645,31.0,14.0,17.0,0.45161290322580644
2010,3244,59.48275862068966,29.0,11.0,18.0,0.3793103448275862
2010,3245,66.13333333333334,30.0,20.0,10.0,0.6666666666666666
2010,3246,73.90625,32.0,25.0,7.0,0.78125
2010,3247,50.92857142857143,28.0,6.0,22.0,0.21428571428571427
2010,3248,46.68181818181818,22.0,6.0,16.0,0.2727272727272727
2010,3249,74.41935483870968,31.0,24.0,7.0,0.7741935483870968
2010,3250,66.5,28.0,25.0,3.0,0.8928571428571429
2010,3251,65.24137931034483,29.0,24.0,5.0,0.8275862068965517
2010,3252,58.62068965517241,29.0,5.0,24.0,0.1724137931034483
2010,3253,67.16666666666667,30.0,13.0,17.0,0.43333333333333335
2010,3254,67.90322580645162,31.0,22.0,9.0,0.7096774193548387
2010,3255,61.3448275862069,29.0,9.0,20.0,0.3103448275862069
2010,3256,74.25806451612904,31.0,23.0,8.0,0.7419354838709677
2010,3257,66.17241379310344,29.0,12.0,17.0,0.41379310344827586
2010,3258,65.33333333333333,30.0,13.0,17.0,0.43333333333333335
2010,3259,61.13793103448276,29.0,14.0,15.0,0.4827586206896552
2010,3260,61.58620689655172,29.0,14.0,15.0,0.4827586206896552
2010,3261,69.37931034482759,29.0,20.0,9.0,0.6896551724137931
2010,3263,54.55172413793103,29.0,8.0,21.0,0.27586206896551724
2010,3264,62.3,30.0,15.0,15.0,0.5
2010,3265,68.18181818181819,33.0,26.0,7.0,0.7878787878787878
2010,3266,61.25806451612903,31.0,16.0,15.0,0.5161290322580645
2010,3267,59.310344827586206,29.0,13.0,16.0,0.4482758620689655
2010,3268,68.86666666666666,30.0,18.0,12.0,0.6
2010,3269,59.37931034482759,29.0,11.0,18.0,0.3793103448275862
2010,3270,61.0,27.0,5.0,22.0,0.18518518518518517
2010,3271,59.0,26.0,11.0,15.0,0.4230769230769231
2010,3272,66.53333333333333,30.0,17.0,13.0,0.5666666666666667
2010,3273,64.06666666666666,30.0,14.0,16.0,0.4666666666666667
2010,3274,75.06666666666666,30.0,17.0,13.0,0.5666666666666667
2010,3275,65.6,30.0,9.0,21.0,0.3
2010,3276,65.5,30.0,17.0,13.0,0.5666666666666667
2010,3277,67.41935483870968,31.0,22.0,9.0,0.7096774193548387
2010,3278,62.833333333333336,30.0,13.0,17.0,0.43333333333333335
2010,3279,70.53333333333333,30.0,16.0,14.0,0.5333333333333333
2010,3280,70.29032258064517,31.0,19.0,12.0,0.6129032258064516
2010,3281,61.9,30.0,12.0,18.0,0.4
2010,3282,65.13333333333334,30.0,15.0,15.0,0.5
2010,3283,76.65517241379311,29.0,20.0,9.0,0.6896551724137931
2010,3284,57.5,30.0,16.0,14.0,0.5333333333333333
2010,3285,63.44444444444444,27.0,13.0,14.0,0.48148148148148145
2010,3286,71.51612903225806,31.0,17.0,14.0,0.5483870967741935
2010,3287,68.41379310344827,29.0,19.0,10.0,0.6551724137931034
2010,3288,63.888888888888886,27.0,15.0,12.0,0.5555555555555556
2010,3290,58.23076923076923,26.0,6.0,20.0,0.23076923076923078
2010,3291,54.18518518518518,27.0,9.0,18.0,0.3333333333333333
2010,3292,81.4,30.0,25.0,5.0,0.8333333333333334
2010,3293,69.82758620689656,29.0,12.0,17.0,0.41379310344827586
2010,3294,62.964285714285715,28.0,12.0,16.0,0.42857142857142855
2010,3295,63.392857142857146,28.0,15.0,13.0,0.5357142857142857
2010,3296,65.37931034482759,29.0,10.0,19.0,0.3448275862068966
2010,3298,57.82142857142857,28.0,15.0,13.0,0.5357142857142857
2010,3299,71.51724137931035,29.0,19.0,10.0,0.6551724137931034
2010,3300,57.23076923076923,26.0,9.0,17.0,0.34615384615384615
2010,3301,64.84848484848484,33.0,20.0,13.0,0.6060606060606061
2010,3304,77.4,30.0,29.0,1.0,0.9666666666666667
2010,3305,63.54838709677419,31.0,16.0,15.0,0.5161290322580645
2010,3306,57.54838709677419,31.0,9.0,22.0,0.2903225806451613
2010,3307,63.93333333333333,30.0,18.0,12.0,0.6
2010,3308,68.23333333333333,30.0,17.0,13.0,0.5666666666666667
2010,3309,54.90625,32.0,12.0,20.0,0.375
2010,3310,58.83870967741935,31.0,13.0,18.0,0.41935483870967744
2010,3311,56.18518518518518,27.0,4.0,23.0,0.14814814814814814
2010,3312,57.92,25.0,10.0,15.0,0.4
2010,3313,54.041666666666664,24.0,1.0,23.0,0.041666666666666664
2010,3314,75.65517241379311,29.0,18.0,11.0,0.6206896551724138
2010,3315,64.44444444444444,27.0,14.0,13.0,0.5185185185185185
2010,3316,56.125,32.0,12.0,20.0,0.375
2010,3317,65.3225806451613,31.0,9.0,22.0,0.2903225806451613
2010,3318,63.193548387096776,31.0,13.0,18.0,0.41935483870967744
2010,3319,61.06896551724138,29.0,5.0,24.0,0.1724137931034483
2010,3320,67.64516129032258,31.0,16.0,15.0,0.5161290322580645
2010,3321,62.6551724137931,29.0,15.0,14.0,0.5172413793103449
2010,3322,68.85185185185185,27.0,12.0,15.0,0.4444444444444444
2010,3323,76.84375,32.0,27.0,5.0,0.84375
2010,3324,67.25,28.0,15.0,13.0,0.5357142857142857
2010,3325,57.43333333333333,30.0,8.0,22.0,0.26666666666666666
2010,3326,77.8529411764706,34.0,30.0,4.0,0.8823529411764706
2010,3328,71.6969696969697,33.0,23.0,10.0,0.696969696969697
2010,3329,72.21875,32.0,22.0,10.0,0.6875
2010,3330,63.774193548387096,31.0,18.0,13.0,0.5806451612903226
2010,3331,86.9,30.0,22.0,8.0,0.7333333333333333
2010,3332,81.4,30.0,16.0,14.0,0.5333333333333333
2010,3333,56.32258064516129,31.0,11.0,20.0,0.3548387096774194
2010,3334,62.464285714285715,28.0,6.0,22.0,0.21428571428571427
2010,3335,46.407407407407405,27.0,2.0,25.0,0.07407407407407407
2010,3336,66.2,30.0,17.0,13.0,0.5666666666666667
2010,3337,66.06451612903226,31.0,20.0,11.0,0.6451612903225806
2010,3338,68.7,30.0,16.0,14.0,0.5333333333333333
2010,3339,69.66666666666667,30.0,18.0,12.0,0.6
2010,3340,68.10344827586206,29.0,15.0,14.0,0.5172413793103449
2010,3341,64.96428571428571,28.0,15.0,13.0,0.5357142857142857
2010,3342,47.392857142857146,28.0,4.0,24.0,0.14285714285714285
2010,3343,71.57142857142857,28.0,26.0,2.0,0.9285714285714286
2010,3344,64.17241379310344,29.0,15.0,14.0,0.5172413793103449
2010,3345,59.86666666666667,30.0,14.0,16.0,0.4666666666666667
2010,3346,62.13333333333333,30.0,12.0,18.0,0.4
2010,3347,54.851851851851855,27.0,5.0,22.0,0.18518518518518517
2010,3348,52.892857142857146,28.0,9.0,19.0,0.32142857142857145
2010,3349,64.13333333333334,30.0,13.0,17.0,0.43333333333333335
2010,3350,63.2,30.0,19.0,11.0,0.6333333333333333
2010,3351,52.7,30.0,4.0,26.0,0.13333333333333333
2010,3352,66.90322580645162,31.0,23.0,8.0,0.7419354838709677
2010,3353,56.78125,32.0,18.0,14.0,0.5625
2010,3354,62.193548387096776,31.0,12.0,19.0,0.3870967741935484
2010,3355,74.73333333333333,30.0,21.0,9.0,0.7
2010,3356,61.275862068965516,29.0,5.0,24.0,0.1724137931034483
2010,3357,62.7,30.0,19.0,11.0,0.6333333333333333
2010,3358,71.65517241379311,29.0,11.0,18.0,0.3793103448275862
2010,3359,63.46875,32.0,22.0,10.0,0.6875
2010,3360,63.892857142857146,28.0,14.0,14.0,0.5
2010,3361,65.38709677419355,31.0,21.0,10.0,0.6774193548387096
2010,3362,52.70967741935484,31.0,5.0,26.0,0.16129032258064516
2010,3363,56.58620689655172,29.0,6.0,23.0,0.20689655172413793
2010,3364,61.0,31.0,15.0,16.0,0.4838709677419355
2010,3365,58.46666666666667,30.0,4.0,26.0,0.13333333333333333
2010,3366,45.65384615384615,26.0,6.0,20.0,0.23076923076923078
2010,3367,72.37037037037037,27.0,18.0,9.0,0.6666666666666666
2010,3368,58.592592592592595,27.0,9.0,18.0,0.3333333333333333
2010,3369,52.76,25.0,5.0,20.0,0.2
2010,3370,55.625,24.0,3.0,21.0,0.125
2010,3371,51.166666666666664,30.0,9.0,21.0,0.3
2010,3372,78.75,28.0,18.0,10.0,0.6428571428571429
2010,3373,55.93103448275862,29.0,11.0,18.0,0.3793103448275862
2010,3374,68.36666666666666,30.0,20.0,10.0,0.6666666666666666
2010,3375,63.43333333333333,30.0,14.0,16.0,0.4666666666666667
2010,3376,64.62068965517241,29.0,14.0,15.0,0.4827586206896552
2010,3378,62.13793103448276,29.0,14.0,15.0,0.4827586206896552
2010,3379,62.93103448275862,29.0,8.0,21.0,0.27586206896551724
2010,3380,58.51724137931034,29.0,21.0,8.0,0.7241379310344828
2010,3381,55.55172413793103,29.0,7.0,22.0,0.2413793103448276
2010,3382,64.64516129032259,31.0,22.0,9.0,0.7096774193548387
2010,3383,48.6551724137931,29.0,2.0,27.0,0.06896551724137931
2010,3384,68.96774193548387,31.0,17.0,14.0,0.5483870967741935
2010,3385,70.56666666666666,30.0,24.0,6.0,0.8
2010,3386,63.29032258064516,31.0,17.0,14.0,0.5483870967741935
2010,3387,62.166666666666664,30.0,11.0,19.0,0.36666666666666664
2010,3388,69.66666666666667,30.0,21.0,9.0,0.7
2010,3389,54.2,30.0,11.0,19.0,0.36666666666666664
2010,3390,77.125,32.0,31.0,1.0,0.96875
2010,3391,55.06896551724138,29.0,6.0,23.0,0.20689655172413793
2010,3392,56.9,30.0,10.0,20.0,0.3333333333333333
2010,3393,71.625,32.0,22.0,10.0,0.6875
2010,3394,69.26666666666667,30.0,21.0,9.0,0.7
2010,3395,72.3,30.0,22.0,8.0,0.7333333333333333
2010,3396,62.0625,32.0,24.0,8.0,0.75
2010,3397,74.09375,32.0,30.0,2.0,0.9375
2010,3398,62.77777777777778,27.0,9.0,18.0,0.3333333333333333
2010,3399,65.24137931034483,29.0,13.0,16.0,0.4482758620689655
2010,3400,73.78125,32.0,22.0,10.0,0.6875
2010,3401,75.375,32.0,25.0,7.0,0.78125
2010,3402,62.0,23.0,3.0,20.0,0.13043478260869565
2010,3403,64.93548387096774,31.0,17.0,14.0,0.5483870967741935
2010,3404,53.166666666666664,30.0,11.0,19.0,0.36666666666666664
2010,3405,69.46875,32.0,24.0,8.0,0.75
2010,3406,55.793103448275865,29.0,14.0,15.0,0.4827586206896552
2010,3407,62.714285714285715,28.0,11.0,17.0,0.39285714285714285
2010,3408,69.90625,32.0,26.0,6.0,0.8125
2010,3409,64.14285714285714,28.0,12.0,16.0,0.42857142857142855
2010,3410,59.8,25.0,8.0,17.0,0.32
2010,3411,59.225806451612904,31.0,13.0,18.0,0.41935483870967744
2010,3412,61.96875,32.0,17.0,15.0,0.53125
2010,3413,65.3225806451613,31.0,21.0,10.0,0.6774193548387096
2010,3414,63.6,30.0,9.0,21.0,0.3
2010,3415,63.34375,32.0,17.0,15.0,0.53125
2010,3416,64.55555555555556,27.0,11.0,16.0,0.4074074074074074
2010,3417,65.36666666666666,30.0,22.0,8.0,0.7333333333333333
2010,3418,62.689655172413794,29.0,9.0,20.0,0.3103448275862069
2010,3419,58.96551724137931,29.0,10.0,19.0,0.3448275862068966
2010,3420,58.3448275862069,29.0,12.0,17.0,0.41379310344827586
2010,3421,57.34615384615385,26.0,5.0,21.0,0.19230769230769232
2010,3422,58.266666666666666,30.0,10.0,20.0,0.3333333333333333
2010,3423,60.32258064516129,31.0,12.0,19.0,0.3870967741935484
2010,3424,61.93333333333333,30.0,12.0,18.0,0.4
2010,3425,64.7741935483871,31.0,19.0,12.0,0.6129032258064516
2010,3426,67.09677419354838,31.0,15.0,16.0,0.4838709677419355
2010,3427,63.48275862068966,29.0,15.0,14.0,0.5172413793103449
2010,3428,58.625,32.0,21.0,11.0,0.65625
2010,3429,58.51724137931034,29.0,12.0,17.0,0.41379310344827586
2010,3430,59.03703703703704,27.0,7.0,20.0,0.25925925925925924
2010,3431,63.096774193548384,31.0,15.0,16.0,0.4838709677419355
2010,3433,68.5,32.0,20.0,12.0,0.625
2010,3434,57.55172413793103,29.0,8.0,21.0,0.27586206896551724
2010,3435,69.46875,32.0,22.0,10.0,0.6875
2010,3436,66.35483870967742,31.0,25.0,6.0,0.8064516129032258
2010,3437,52.43333333333333,30.0,14.0,16.0,0.4666666666666667
2010,3438,69.76666666666667,30.0,21.0,9.0,0.7
2010,3439,62.06666666666667,30.0,15.0,15.0,0.5
2010,3441,58.41379310344828,29.0,7.0,22.0,0.2413793103448276
2010,3442,48.6551724137931,29.0,9.0,20.0,0.3103448275862069
2010,3443,69.0,31.0,21.0,10.0,0.6774193548387096
2010,3444,57.63333333333333,30.0,9.0,21.0,0.3
2010,3447,60.333333333333336,30.0,9.0,21.0,0.3
2010,3448,61.29032258064516,31.0,18.0,13.0,0.5806451612903226
2010,3449,60.206896551724135,29.0,12.0,17.0,0.41379310344827586
2010,3450,61.7,30.0,8.0,22.0,0.26666666666666666
2010,3451,60.48148148148148,27.0,7.0,20.0,0.25925925925925924
2010,3452,63.27272727272727,33.0,28.0,5.0,0.8484848484848485
2010,3453,72.56666666666666,30.0,26.0,4.0,0.8666666666666667
2010,3454,60.806451612903224,31.0,12.0,19.0,0.3870967741935484
2010,3455,63.2,30.0,16.0,14.0,0.5333333333333333
2010,3456,60.357142857142854,28.0,11.0,17.0,0.39285714285714285
2010,3457,51.42857142857143,28.0,10.0,18.0,0.35714285714285715
2010,3458,62.51612903225807,31.0,21.0,10.0,0.6774193548387096
2010,3459,59.642857142857146,28.0,7.0,21.0,0.25
2010,3460,56.724137931034484,29.0,11.0,18.0,0.3793103448275862
2010,3461,65.82142857142857,28.0,17.0,11.0,0.6071428571428571
2010,3462,71.75862068965517,29.0,26.0,3.0,0.896551724137931
2010,3463,61.666666666666664,27.0,12.0,15.0,0.4444444444444444
2010,3464,48.56666666666667,30.0,0.0,30.0,0.0
2011,3102,60.5,30.0,8.0,22.0,0.26666666666666666
2011,3103,65.39285714285714,28.0,13.0,15.0,0.4642857142857143
2011,3104,65.6,30.0,16.0,14.0,0.5333333333333333
2011,3105,58.925925925925924,27.0,13.0,14.0,0.48148148148148145
2011,3106,51.92857142857143,28.0,6.0,22.0,0.21428571428571427
2011,3107,55.13333333333333,30.0,16.0,14.0,0.5333333333333333
2011,3108,58.925925925925924,27.0,12.0,15.0,0.4444444444444444
2011,3110,61.193548387096776,31.0,22.0,9.0,0.7096774193548387
2011,3111,73.6774193548387,31.0,25.0,6.0,0.8064516129032258
2011,3112,73.0625,32.0,21.0,11.0,0.65625
2011,3113,60.833333333333336,30.0,20.0,10.0,0.6666666666666666
2011,3114,58.53333333333333,30.0,23.0,7.0,0.7666666666666667
2011,3115,52.535714285714285,28.0,1.0,27.0,0.03571428571428571
2011,3116,63.766666666666666,30.0,19.0,11.0,0.6333333333333333
2011,3117,59.333333333333336,30.0,17.0,13.0,0.5666666666666667
2011,3119,53.5,26.0,11.0,15.0,0.4230769230769231
2011,3120,61.689655172413794,29.0,14.0,15.0,0.4827586206896552
2011,3122,61.84848484848485,33.0,15.0,18.0,0.45454545454545453
2011,3123,62.63333333333333,30.0,9.0,21.0,0.3
2011,3124,80.06060606060606,33.0,31.0,2.0,0.9393939393939394
2011,3125,58.03333333333333,30.0,10.0,20.0,0.3333333333333333
2011,3126,54.64,25.0,10.0,15.0,0.4
2011,3127,56.806451612903224,31.0,19.0,12.0,0.6129032258064516
2011,3129,66.4,30.0,11.0,19.0,0.36666666666666664
2011,3130,77.72413793103448,29.0,17.0,12.0,0.5862068965517241
2011,3131,62.806451612903224,31.0,17.0,14.0,0.5483870967741935
2011,3132,72.28125,32.0,28.0,4.0,0.875
2011,3133,64.80645161290323,31.0,15.0,16.0,0.4838709677419355
2011,3135,54.67857142857143,28.0,10.0,18.0,0.35714285714285715
2011,3136,58.44827586206897,29.0,10.0,19.0,0.3448275862068966
2011,3137,53.95,20.0,7.0,13.0,0.35
2011,3138,66.5,30.0,15.0,15.0,0.5
2011,3139,67.53125,32.0,19.0,13.0,0.59375
2011,3140,67.56666666666666,30.0,22.0,8.0,0.7333333333333333
2011,3141,81.16666666666667,30.0,20.0,10.0,0.6666666666666666
2011,3142,68.6,30.0,18.0,12.0,0.6
2011,3143,62.4375,32.0,17.0,15.0,0.53125
2011,3144,66.79310344827586,29.0,13.0,16.0,0.4482758620689655
2011,3145,53.54838709677419,31.0,11.0,20.0,0.3548387096774194
2011,3146,69.03571428571429,28.0,17.0,11.0,0.6071428571428571
2011,3147,55.88,25.0,1.0,24.0,0.04
2011,3148,56.93333333333333,30.0,19.0,11.0,0.6333333333333333
2011,3149,63.44444444444444,27.0,11.0,16.0,0.4074074074074074
2011,3150,69.78125,32.0,23.0,9.0,0.71875
2011,3151,66.80645161290323,31.0,17.0,14.0,0.5483870967741935
2011,3152,71.75862068965517,29.0,20.0,9.0,0.6896551724137931
2011,3153,52.392857142857146,28.0,8.0,20.0,0.2857142857142857
2011,3155,59.86666666666667,30.0,10.0,20.0,0.3333333333333333
2011,3156,65.43333333333334,30.0,19.0,11.0,0.6333333333333333
2011,3157,50.57692307692308,26.0,7.0,19.0,0.2692307692307692
2011,3158,52.22222222222222,27.0,9.0,18.0,0.3333333333333333
2011,3159,59.18518518518518,27.0,7.0,20.0,0.25925925925925924
2011,3160,59.857142857142854,28.0,13.0,15.0,0.4642857142857143
2011,3161,60.4,30.0,14.0,16.0,0.4666666666666667
2011,3162,55.464285714285715,28.0,7.0,21.0,0.25
2011,3163,77.6969696969697,33.0,32.0,1.0,0.9696969696969697
2011,3164,60.62068965517241,29.0,12.0,17.0,0.41379310344827586
2011,3165,50.92307692307692,26.0,4.0,22.0,0.15384615384615385
2011,3166,62.233333333333334,30.0,18.0,12.0,0.6
2011,3167,74.53571428571429,28.0,17.0,11.0,0.6071428571428571
2011,3168,65.26666666666667,30.0,9.0,21.0,0.3
2011,3169,57.3,30.0,4.0,26.0,0.13333333333333333
2011,3170,70.20689655172414,29.0,4.0,25.0,0.13793103448275862
2011,3171,54.18518518518518,27.0,7.0,20.0,0.25925925925925924
2011,3172,61.70967741935484,31.0,14.0,17.0,0.45161290322580644
2011,3173,74.70967741935483,31.0,21.0,10.0,0.6774193548387096
2011,3174,61.54545454545455,33.0,20.0,13.0,0.6060606060606061
2011,3175,51.785714285714285,28.0,8.0,20.0,0.2857142857142857
2011,3176,65.06666666666666,30.0,19.0,11.0,0.6333333333333333
2011,3177,74.42424242424242,33.0,27.0,6.0,0.8181818181818182
2011,3178,60.5,30.0,12.0,18.0,0.4
2011,3179,64.96666666666667,30.0,15.0,15.0,0.5
2011,3180,60.774193548387096,31.0,19.0,12.0,0.6129032258064516
2011,3181,70.84375,32.0,29.0,3.0,0.90625
2011,3182,69.72413793103448,29.0,22.0,7.0,0.7586206896551724
2011,3183,69.8,30.0,18.0,12.0,0.6
2011,3184,60.44,25.0,4.0,21.0,0.16
2011,3185,67.8529411764706,34.0,22.0,12.0,0.6470588235294118
2011,3186,66.51724137931035,29.0,11.0,18.0,0.3793103448275862
